"Kingdom","Phylum","Class","Order","Family","Genus"
"Bacteria","Deinococcota","Deinococci","Deinococcales","Deinococcaceae","Deinococcus"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Peredibacter"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Opitutaceae","Diplosphaera"
"Bacteria","Desulfobacterota",NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Poseidonibacter"
"Bacteria","Desulfobacterota","Desulfobulbia","Desulfobulbales","Desulfocapsaceae","Desulforhopalus"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Marinomonadaceae","Marinomonas"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Candidatus Fritschea"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bdellovibrionales","Bdellovibrionaceae","Bdellovibrio"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Kinneretia"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Cyclobacteriaceae","Fabibacter"
"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Candidatus Fritschea"
"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Candidatus Fritschea"
"Bacteria","Firmicutes","Bacilli","Bacillales","Bacillaceae","Ornithinibacillus"
"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Simkaniaceae","Candidatus Fritschea"
"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae","Poseidonibacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella"
"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae",NA
"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Devosiaceae","Devosia"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Maliponia"
"Bacteria","Planctomycetota","OM190",NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Aliivibrio"
"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Nereida"
"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Chlamydiales Incertae Sedis","Candidatus Piscichlamydia"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter"
"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Jannaschia"
"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Salinisphaerales","Salinisphaeraceae","Salinisphaera"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Flavobacterium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiales Incertae Sedis","Candidatus Branchiomonas"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Psychromonas"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Granulosicoccales",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio"
"Bacteria","Patescibacteria","Gracilibacteria","JGI 0000069-P22",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia"
"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Micrococcaceae","Kocuria"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Endozoicomonadaceae","Endozoicomonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Enterobacteriaceae","Enterobacter"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lacinutrix"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Psychromonas"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella"
"Bacteria","Proteobacteria","Gammaproteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"Bacteria","Firmicutes","Bacilli","Staphylococcales","Staphylococcaceae","Macrococcus"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Aliivibrio"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Opitutales","Puniceicoccaceae","Lentimonas"
"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Lawsonella"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Paraglaciecola"
"Bacteria","Proteobacteria","Alphaproteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","DEV007",NA
"Bacteria","Verrucomicrobiota","Kiritimatiellae","WCHB1-41",NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Halocynthiibacter"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Psychromonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Cobetia"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Lutibacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Arenicellales","Arenicellaceae","Arenicella"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"Eukaryota",NA,NA,NA,NA,NA
"Bacteria","Chloroflexi","Anaerolineae","Ardenticatenales","Ardenticatenaceae",NA
"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Dermabacteraceae","Brachybacterium"
"Bacteria","Proteobacteria","Alphaproteobacteria",NA,NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Acidiphilium"
"Bacteria","Fusobacteriota","Fusobacteriia","Fusobacteriales","Fusobacteriaceae","Fusobacterium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhizobiales","Beijerinckiaceae","Bosea"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales","AEGEAN-169 marine group",NA
"Bacteria","Firmicutes","Negativicutes","Veillonellales-Selenomonadales","Veillonellaceae","Veillonella"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Cobetia"
"Bacteria","Firmicutes","Bacilli","Paenibacillales","Paenibacillaceae","Paenibacillus"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Psychromonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Aliivibrio"
"Bacteria","Proteobacteria","Alphaproteobacteria","Acetobacterales","Acetobacteraceae","Roseomonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Psychromonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Psychromonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"Bacteria","Proteobacteria","Alphaproteobacteria","SAR11 clade","Clade I","Clade Ia"
"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales","Chlamydiales Incertae Sedis","Candidatus Piscichlamydia"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Winogradskyella"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Streptococcaceae","Lactococcus"
"Bacteria","Bacteroidota","Bacteroidia","Sphingobacteriales","Sphingobacteriaceae","Mucilaginibacter"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Psychroserpens"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio"
"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Acidovorax"
"Bacteria","Proteobacteria","Gammaproteobacteria","Granulosicoccales","Granulosicoccaceae","Granulosicoccus"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Chitinophagaceae","Segetibacter"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Crocinitomix"
"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae",NA
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","37-13",NA
"Bacteria","Bdellovibrionota","Oligoflexia","Oligoflexales","Oligoflexaceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Aliivibrio"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae",NA
"Bacteria","Bacteroidota","Bacteroidia","Bacteroidales","Prolixibacteraceae",NA
"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Psychromonas"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae","Lewinella"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Aliivibrio"
"Bacteria","Actinobacteriota","Actinobacteria","Corynebacteriales","Corynebacteriaceae","Corynebacterium"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Algibacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Alteromonadaceae","Glaciecola"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium"
"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Leucothrix"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Comamonadaceae","Aquabacterium"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"Bacteria","Proteobacteria","Alphaproteobacteria","Puniceispirillales",NA,NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Crocinitomicaceae","Fluviicola"
"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Celeribacter"
"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Sulfitobacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Ulvibacter"
"Bacteria","Bdellovibrionota","Bdellovibrionia","Bacteriovoracales","Bacteriovoracaceae","Halobacteriovorax"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Halomonadaceae","Cobetia"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"Bacteria","Bacteroidota","Bacteroidia","Cytophagales","Hymenobacteraceae","Hymenobacter"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Polaribacter"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Actinobacteriota","Actinobacteria","Micrococcales","Cellulomonadaceae","Cellulomonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Thiotrichales","Thiotrichaceae","Thiothrix"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Aliivibrio"
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rickettsiales","Mitochondria",NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hellea"
"Bacteria","Firmicutes","Bacilli","Exiguobacterales","Exiguobacteraceae","Exiguobacterium"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodospirillales",NA,NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Pseudomonadales","KI89A clade",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Pseudoalteromonadaceae","Pseudoalteromonas"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Aliivibrio"
"Bacteria","Bacteroidota","Rhodothermia","Balneolales","Balneolaceae","Gracilimonas"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"Bacteria","Actinobacteriota","Acidimicrobiia","Microtrichales","Microtrichaceae",NA
"Bacteria","Campylobacterota","Campylobacteria","Campylobacterales","Arcobacteraceae",NA
"Bacteria","Proteobacteria","Gammaproteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia-Caballeronia-Paraburkholderia"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio"
"Bacteria","Patescibacteria","Gracilibacteria","Absconditabacteriales (SR1)",NA,NA
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Firmicutes","Bacilli","Lactobacillales","Lactobacillaceae","Lactiplantibacillus"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Aliivibrio"
"Bacteria",NA,NA,NA,NA,NA
"Bacteria","Cyanobacteria","Cyanobacteriia",NA,NA,NA
"Bacteria","Proteobacteria","Alphaproteobacteria","Caulobacterales","Hyphomonadaceae","Hellea"
"Bacteria","Proteobacteria","Alphaproteobacteria","Rhodobacterales","Rhodobacteraceae","Litoreibacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Psychromonadaceae","Psychromonas"
"Bacteria","Actinobacteriota","Actinobacteria","Propionibacteriales","Nocardioidaceae","Marmoricola"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Tenacibaculum"
"Bacteria","Bacteroidota","Bacteroidia","Chitinophagales","Saprospiraceae",NA
"Bacteria","Bacteroidota","Bacteroidia","Flavobacteriales","Flavobacteriaceae","Maribacter"
"Bacteria","Proteobacteria","Gammaproteobacteria","Enterobacterales","Vibrionaceae","Vibrio"
"Bacteria","WPS-2",NA,NA,NA,NA
"Bacteria","Verrucomicrobiota","Chlamydiae","Chlamydiales",NA,NA
"Bacteria","Verrucomicrobiota","Verrucomicrobiae","Verrucomicrobiales","Rubritaleaceae","Rubritalea"
"Bacteria","Cyanobacteria","Cyanobacteriia","Chloroplast",NA,NA
